Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Year,Profit Margin,Sales Category
ORD-5947,2023-02-17,2023-04-13,Standard Class,CUST-7876,Arjun,Corporate,India,Kolkata,DL,South,PROD-995,Office Supplies,Phones,Item D,1790.06,1,0.09,194.72,2,2023,0.10877847669910506,Very High
ORD-5948,2021-04-08,2022-01-04,Standard Class,CUST-5004,Amit,Corporate,India,Delhi,MH,West,PROD-468,Technology,Phones,Item B,4803.25,3,0.25,-133.38,4,2021,-0.02776869827720814,Very High
ORD-5949,2021-12-11,2021-04-01,First Class,CUST-6973,Amit,Consumer,India,Bangalore,WB,South,PROD-610,Office Supplies,Storage,Item C,4448.92,6,0.25,-616.89,12,2021,-0.1386606187569118,Very High
ORD-5950,2023-03-14,2021-07-08,Standard Class,CUST-9282,Priya,Consumer,India,Delhi,DL,West,PROD-474,Office Supplies,Chairs,Item A,156.56,2,0.27,12.82,3,2023,0.08188553909044456,Medium
ORD-5951,2021-07-27,2023-04-01,Second Class,CUST-9667,Priya,Consumer,India,Mumbai,DL,West,PROD-971,Furniture,Chairs,Item D,4936.78,2,0.28,-446.88,7,2021,-0.09052054172962944,Very High
ORD-5952,2022-05-29,2023-08-06,First Class,CUST-9056,Neha,Consumer,India,Bangalore,DL,South,PROD-303,Office Supplies,Phones,Item B,1322.74,5,0.25,190.41,5,2022,0.14395119222220543,Very High
ORD-5953,2022-09-28,2021-05-14,Standard Class,CUST-3046,Rahul,Consumer,India,Delhi,MH,North,PROD-156,Office Supplies,Phones,Item B,3888.09,5,0.33,-505.26,9,2022,-0.12995069558575031,Very High
ORD-5954,2023-03-03,2023-05-24,Standard Class,CUST-6307,Amit,Corporate,India,Bangalore,MH,North,PROD-756,Furniture,Binders,Item A,627.15,3,0.3,-125.92,3,2023,-0.20078131228573706,High
ORD-5955,2022-08-09,2022-09-29,First Class,CUST-8736,Priya,Corporate,India,Kolkata,DL,North,PROD-124,Office Supplies,Phones,Item C,1140.57,4,0.27,-152.66,8,2022,-0.13384535802274303,Very High
ORD-5956,2021-06-15,2022-07-16,Standard Class,CUST-4690,Amit,Consumer,India,Bangalore,MH,South,PROD-722,Furniture,Binders,Item C,2551.89,5,0.25,-382.22,6,2021,-0.14977918327200626,Very High
ORD-5957,2021-01-22,2023-03-13,Second Class,CUST-4266,Amit,Consumer,India,Mumbai,KA,West,PROD-490,Office Supplies,Binders,Item C,3532.88,6,0.35,-503.48,1,2021,-0.14251262426122596,Very High
ORD-5958,2021-06-03,2022-01-13,First Class,CUST-5629,Sneha,Home Office,India,Bangalore,WB,North,PROD-154,Technology,Chairs,Item B,1759.72,5,0.35,-285.95,6,2021,-0.16249744277498693,Very High
ORD-5959,2023-07-28,2022-11-24,Standard Class,CUST-3745,Rahul,Corporate,India,Kolkata,WB,North,PROD-246,Technology,Phones,Item B,4372.61,9,0.07,556.36,7,2023,0.12723750803295975,Very High
ORD-5960,2022-03-15,2022-11-25,Second Class,CUST-8023,Amit,Corporate,India,Kolkata,WB,East,PROD-643,Technology,Binders,Item B,4703.96,6,0.29,-456.76,3,2022,-0.09710116582624001,Very High
ORD-5961,2021-10-22,2021-04-11,Standard Class,CUST-9276,Sneha,Consumer,India,Delhi,MH,South,PROD-186,Furniture,Phones,Item C,656.7,2,0.35,-112.48,10,2021,-0.17128064565250495,High
ORD-5962,2021-08-07,2023-04-24,First Class,CUST-3639,Rahul,Corporate,India,Kolkata,WB,South,PROD-771,Furniture,Binders,Item B,3606.9,5,0.3,-359.51,8,2021,-0.09967284926113837,Very High
ORD-5963,2022-10-31,2021-02-05,Standard Class,CUST-5936,Sneha,Corporate,India,Mumbai,KA,South,PROD-171,Furniture,Chairs,Item C,702.96,9,0.1,12.15,10,2022,0.017284055991806078,High
ORD-5964,2022-05-10,2023-07-23,Standard Class,CUST-1076,Sneha,Corporate,India,Kolkata,WB,East,PROD-633,Furniture,Binders,Item A,1736.79,1,0.01,324.29,5,2022,0.18671802578319777,Very High
ORD-5965,2021-08-18,2022-08-07,Standard Class,CUST-7473,Rahul,Home Office,India,Delhi,KA,West,PROD-849,Furniture,Chairs,Item B,4106.83,1,0.3,-428.72,8,2021,-0.10439195194346979,Very High
ORD-5966,2021-01-20,2021-06-22,Second Class,CUST-4504,Amit,Corporate,India,Kolkata,MH,West,PROD-794,Furniture,Storage,Item D,1714.95,4,0.11,98.97,1,2021,0.057710137321787806,Very High
ORD-5967,2023-09-14,2022-01-03,Second Class,CUST-3424,Amit,Consumer,India,Kolkata,MH,North,PROD-235,Office Supplies,Chairs,Item B,4541.62,7,0.41,-962.28,9,2023,-0.21188034225672778,Very High
ORD-5968,2022-07-07,2023-02-25,Standard Class,CUST-7484,Priya,Corporate,India,Bangalore,WB,East,PROD-145,Technology,Chairs,Item D,2086.79,9,0.25,-523.07,7,2022,-0.25065770872967574,Very High
ORD-5969,2023-08-08,2021-03-02,Standard Class,CUST-6296,Amit,Corporate,India,Delhi,DL,East,PROD-616,Furniture,Chairs,Item D,1583.49,2,0.42,-311.74,8,2023,-0.1968689413889573,Very High
ORD-5970,2021-05-28,2021-07-02,First Class,CUST-7567,Amit,Home Office,India,Bangalore,KA,West,PROD-111,Office Supplies,Storage,Item A,4946.16,9,0.09,534.21,5,2021,0.10800499781648795,Very High
ORD-5971,2021-04-18,2021-01-21,Standard Class,CUST-7086,Amit,Corporate,India,Delhi,DL,North,PROD-126,Office Supplies,Chairs,Item D,2235.44,4,0.41,-484.26,4,2021,-0.21662849371935725,Very High
ORD-5972,2022-02-07,2021-08-16,First Class,CUST-3221,Priya,Home Office,India,Delhi,KA,South,PROD-183,Furniture,Phones,Item D,3717.73,1,0.09,340.77,2,2022,0.09166077149228158,Very High
ORD-5973,2022-08-19,2022-04-20,Second Class,CUST-1405,Rahul,Home Office,India,Delhi,MH,South,PROD-647,Technology,Phones,Item A,3017.29,7,0.15,84.15,8,2022,0.02788926487013181,Very High
ORD-5974,2022-04-28,2021-04-07,Standard Class,CUST-3129,Priya,Home Office,India,Delhi,MH,South,PROD-151,Furniture,Storage,Item C,1052.3,5,0.25,-249.99,4,2022,-0.2375653330799202,Very High
ORD-5975,2022-01-02,2023-06-02,First Class,CUST-7834,Amit,Corporate,India,Delhi,KA,West,PROD-741,Technology,Storage,Item D,2526.55,1,0.07,414.85,1,2022,0.16419623597395658,Very High
ORD-5976,2023-04-14,2021-10-26,Second Class,CUST-1397,Arjun,Consumer,India,Delhi,KA,South,PROD-173,Technology,Storage,Item A,433.22,1,0.09,38.71,4,2023,0.08935413877475647,Medium
ORD-5977,2022-02-18,2022-08-18,First Class,CUST-4473,Amit,Consumer,India,Kolkata,MH,North,PROD-589,Furniture,Binders,Item D,3558.29,2,0.42,-803.13,2,2022,-0.22570672991802243,Very High
ORD-5978,2021-11-05,2021-06-26,Second Class,CUST-5989,Priya,Corporate,India,Delhi,KA,East,PROD-554,Technology,Chairs,Item B,2618.76,7,0.49,-810.62,11,2021,-0.30954344804411243,Very High
ORD-5979,2023-03-13,2021-08-12,Standard Class,CUST-4926,Sneha,Home Office,India,Delhi,KA,North,PROD-347,Technology,Chairs,Item D,655.76,7,0.32,-116.61,3,2023,-0.17782420397706478,High
ORD-5980,2023-07-07,2022-09-09,First Class,CUST-2944,Sneha,Consumer,India,Mumbai,DL,East,PROD-111,Technology,Storage,Item A,3845.46,3,0.31,-366.22,7,2023,-0.09523438028220292,Very High
ORD-5981,2023-04-15,2021-02-25,Standard Class,CUST-9629,Priya,Corporate,India,Delhi,WB,South,PROD-666,Furniture,Storage,Item A,4032.58,2,0.27,-276.23,4,2023,-0.06849957099425183,Very High
ORD-5982,2021-05-14,2022-11-28,First Class,CUST-6391,Neha,Consumer,India,Delhi,DL,East,PROD-435,Technology,Phones,Item B,3682.46,8,0.25,229.84,5,2021,0.0624147988029741,Very High
ORD-5983,2022-12-20,2023-05-15,Second Class,CUST-6399,Sneha,Corporate,India,Delhi,MH,South,PROD-353,Technology,Phones,Item C,1678.83,7,0.02,313.86,12,2022,0.18695162702596452,Very High
ORD-5984,2021-10-10,2022-02-09,First Class,CUST-1222,Arjun,Home Office,India,Bangalore,DL,East,PROD-770,Office Supplies,Chairs,Item D,3629.68,9,0.23,-184.4,10,2021,-0.050803376606202204,Very High
ORD-5985,2023-02-17,2021-11-16,First Class,CUST-2610,Priya,Consumer,India,Mumbai,MH,West,PROD-702,Furniture,Phones,Item D,2909.66,9,0.42,-576.72,2,2023,-0.1982087254180901,Very High
ORD-5986,2021-03-14,2023-05-19,Standard Class,CUST-8830,Sneha,Corporate,India,Delhi,KA,West,PROD-771,Technology,Phones,Item B,2742.2,1,0.44,-764.34,3,2021,-0.2787324046386114,Very High
ORD-5987,2022-04-26,2021-12-17,Standard Class,CUST-5604,Sneha,Corporate,India,Kolkata,WB,West,PROD-931,Furniture,Chairs,Item B,3261.28,2,0.25,-171.88,4,2022,-0.05270323308639552,Very High
ORD-5988,2021-12-18,2022-03-21,Standard Class,CUST-5000,Rahul,Consumer,India,Delhi,MH,North,PROD-203,Furniture,Storage,Item A,3168.94,7,0.47,-854.95,12,2021,-0.2697905293252634,Very High
ORD-5989,2022-07-14,2023-04-15,Second Class,CUST-3664,Amit,Corporate,India,Bangalore,WB,West,PROD-702,Office Supplies,Storage,Item A,4005.77,8,0.28,-284.14,7,2022,-0.07093267960966305,Very High
ORD-5990,2021-11-22,2022-08-05,Standard Class,CUST-2065,Sneha,Consumer,India,Delhi,WB,East,PROD-414,Office Supplies,Chairs,Item B,4930.62,6,0.38,-804.18,11,2021,-0.16309916399965926,Very High
ORD-5991,2023-01-15,2022-06-26,First Class,CUST-6364,Sneha,Corporate,India,Mumbai,DL,South,PROD-892,Technology,Storage,Item A,3645.07,5,0.22,-148.38,1,2023,-0.04070703717624078,Very High
ORD-5992,2022-03-19,2023-02-27,Second Class,CUST-6393,Rahul,Consumer,India,Delhi,MH,West,PROD-971,Technology,Storage,Item C,2236.77,6,0.04,392.76,3,2022,0.17559248380477205,Very High
ORD-5993,2021-04-10,2021-10-11,Standard Class,CUST-8102,Priya,Home Office,India,Mumbai,DL,South,PROD-167,Technology,Chairs,Item A,2335.26,2,0.42,-74.72,4,2021,-0.031996437227546394,Very High
ORD-5994,2021-02-28,2021-12-28,First Class,CUST-8501,Priya,Consumer,India,Kolkata,KA,East,PROD-600,Furniture,Binders,Item C,194.93,9,0.47,-29.05,2,2021,-0.14902785615349098,Medium
ORD-5995,2022-05-23,2023-07-06,First Class,CUST-1603,Rahul,Corporate,India,Delhi,KA,West,PROD-271,Office Supplies,Storage,Item B,841.54,4,0.36,-76.65,5,2022,-0.09108301447346533,High
ORD-5996,2021-09-15,2023-04-05,Second Class,CUST-6130,Rahul,Home Office,India,Delhi,MH,North,PROD-782,Office Supplies,Chairs,Item A,1179.44,9,0.2,16.54,9,2021,0.014023604422437766,Very High
ORD-5997,2022-02-17,2022-09-25,First Class,CUST-7295,Neha,Home Office,India,Delhi,MH,North,PROD-242,Technology,Binders,Item D,4952.11,8,0.43,-1109.65,2,2022,-0.2240762018614288,Very High
ORD-5998,2022-03-28,2023-06-13,Standard Class,CUST-9380,Amit,Consumer,India,Kolkata,KA,East,PROD-836,Office Supplies,Phones,Item A,3827.34,4,0.32,-509.15,3,2022,-0.13302972821855386,Very High
ORD-5999,2021-03-06,2023-08-13,First Class,CUST-8103,Rahul,Consumer,India,Mumbai,MH,West,PROD-296,Furniture,Storage,Item C,750.65,5,0.0,145.94,3,2021,0.19441817091853728,High
ORD-6000,2022-08-18,2022-10-10,Standard Class,CUST-9867,Amit,Consumer,India,Delhi,DL,West,PROD-809,Technology,Chairs,Item C,2568.79,7,0.25,-771.47,8,2022,-0.30032427718887106,Very High
ORD-6001,2021-06-03,2022-10-05,Standard Class,CUST-1637,Sneha,Home Office,India,Bangalore,DL,East,PROD-272,Office Supplies,Phones,Item B,2568.79,5,0.23,34.03,6,2021,0.013247482277648232,Very High
ORD-6002,2023-09-12,2021-01-10,Second Class,CUST-2844,Arjun,Home Office,India,Bangalore,MH,North,PROD-764,Technology,Phones,Item D,1523.19,2,0.09,74.61,9,2023,0.04898272703996218,Very High
ORD-6003,2021-09-23,2023-09-22,First Class,CUST-1046,Priya,Consumer,India,Bangalore,DL,West,PROD-764,Furniture,Binders,Item B,3042.67,8,0.09,359.63,9,2021,0.11819553221348354,Very High
ORD-6004,2023-04-01,2022-07-19,Second Class,CUST-1819,Rahul,Corporate,India,Mumbai,MH,West,PROD-621,Furniture,Chairs,Item B,3015.24,8,0.17,79.52,4,2023,0.026372693384274552,Very High
ORD-6005,2021-03-20,2022-05-08,Second Class,CUST-4807,Arjun,Home Office,India,Delhi,DL,West,PROD-289,Technology,Binders,Item B,4365.44,8,0.02,799.32,3,2021,0.18310181791526173,Very High
ORD-6006,2021-11-11,2021-12-09,Second Class,CUST-4022,Priya,Consumer,India,Mumbai,DL,South,PROD-111,Technology,Phones,Item D,864.67,8,0.15,-57.94,11,2021,-0.06700822279019741,High
ORD-6007,2022-10-24,2022-04-19,Standard Class,CUST-2080,Neha,Corporate,India,Bangalore,WB,South,PROD-128,Office Supplies,Storage,Item D,2512.14,6,0.05,-74.72,10,2022,-0.029743565247159792,Very High
ORD-6008,2023-08-05,2023-03-06,Standard Class,CUST-4146,Priya,Consumer,India,Mumbai,DL,North,PROD-654,Furniture,Binders,Item C,3014.22,2,0.1,275.74,8,2023,0.09147971946307835,Very High
ORD-6009,2022-07-14,2022-11-20,Standard Class,CUST-2277,Rahul,Home Office,India,Delhi,MH,West,PROD-187,Furniture,Chairs,Item A,4655.82,4,0.01,994.38,7,2022,0.21357784450429787,Very High
ORD-6010,2023-07-06,2022-11-28,Standard Class,CUST-7741,Arjun,Home Office,India,Delhi,DL,North,PROD-955,Technology,Chairs,Item A,2606.3,2,0.34,-355.86,7,2023,-0.13653838775275295,Very High
ORD-6011,2023-06-10,2022-12-07,First Class,CUST-3217,Arjun,Consumer,India,Mumbai,DL,South,PROD-572,Office Supplies,Phones,Item B,1736.28,2,0.29,-74.6,6,2023,-0.04296542032391089,Very High
ORD-6012,2021-09-05,2021-09-08,First Class,CUST-6265,Arjun,Corporate,India,Bangalore,KA,South,PROD-210,Technology,Chairs,Item D,1496.09,9,0.05,227.49,9,2021,0.15205636024570715,Very High
ORD-6013,2023-03-01,2021-08-25,Standard Class,CUST-3886,Priya,Home Office,India,Delhi,MH,West,PROD-980,Technology,Binders,Item A,1119.69,9,0.25,-251.79,3,2023,-0.2248747421161214,Very High
ORD-6014,2023-05-18,2021-03-26,Standard Class,CUST-6634,Amit,Consumer,India,Bangalore,DL,North,PROD-520,Technology,Binders,Item B,4813.72,5,0.34,-753.58,5,2023,-0.1565483659207432,Very High
ORD-6015,2022-09-02,2021-04-05,First Class,CUST-9987,Amit,Consumer,India,Delhi,WB,East,PROD-168,Furniture,Storage,Item D,3034.54,3,0.08,384.97,9,2022,0.1268627205441352,Very High
ORD-6016,2022-02-18,2023-06-06,Second Class,CUST-4328,Priya,Corporate,India,Bangalore,KA,North,PROD-218,Technology,Phones,Item A,1552.44,9,0.02,224.44,2,2022,0.14457241503697404,Very High
ORD-6017,2021-01-25,2022-01-31,Second Class,CUST-8293,Rahul,Corporate,India,Mumbai,WB,East,PROD-878,Technology,Phones,Item A,3738.31,7,0.07,446.83,1,2021,0.11952727301909151,Very High
ORD-6018,2021-10-11,2023-04-06,Standard Class,CUST-4006,Priya,Home Office,India,Kolkata,WB,West,PROD-523,Office Supplies,Binders,Item A,1481.91,4,0.06,155.61,10,2021,0.10500637690548009,Very High
ORD-6019,2022-03-25,2021-09-27,Second Class,CUST-7958,Amit,Corporate,India,Kolkata,KA,South,PROD-974,Technology,Phones,Item A,2544.0,3,0.31,-304.93,3,2022,-0.1198624213836478,Very High
ORD-6020,2023-05-31,2022-02-23,Standard Class,CUST-8972,Priya,Corporate,India,Bangalore,WB,West,PROD-346,Office Supplies,Binders,Item D,178.58,8,0.03,51.24,5,2023,0.28693022734908724,Medium
ORD-6021,2021-10-28,2022-09-26,Standard Class,CUST-5143,Arjun,Home Office,India,Delhi,MH,South,PROD-930,Technology,Binders,Item D,4240.52,6,0.16,198.97,10,2021,0.04692113231396149,Very High
ORD-6022,2021-03-09,2022-08-08,Standard Class,CUST-6517,Rahul,Consumer,India,Delhi,MH,West,PROD-121,Furniture,Storage,Item C,2568.79,4,0.18,-0.3,3,2021,-0.00011678650259460679,Very High
ORD-6023,2021-01-07,2022-06-15,First Class,CUST-2218,Rahul,Home Office,India,Delhi,WB,East,PROD-498,Technology,Binders,Item A,4335.49,9,0.04,717.55,1,2021,0.16550609043037812,Very High
ORD-6024,2023-03-28,2021-09-12,Second Class,CUST-9018,Neha,Home Office,India,Kolkata,MH,West,PROD-597,Furniture,Binders,Item C,897.01,1,0.17,26.17,3,2023,0.029174702623159163,High
ORD-6025,2021-05-17,2023-08-17,First Class,CUST-9916,Priya,Corporate,India,Kolkata,DL,North,PROD-425,Technology,Storage,Item D,4135.09,5,0.28,-272.98,5,2021,-0.06601549180308047,Very High
ORD-6026,2021-06-13,2021-05-04,Second Class,CUST-2344,Sneha,Corporate,India,Mumbai,DL,North,PROD-291,Furniture,Phones,Item D,1767.68,3,0.16,48.81,6,2021,0.027612463794351918,Very High
ORD-6027,2021-03-24,2023-06-13,First Class,CUST-1137,Sneha,Consumer,India,Bangalore,DL,East,PROD-701,Furniture,Binders,Item D,4684.59,2,0.47,-1282.44,3,2021,-0.2737571484377502,Very High
ORD-6028,2023-06-16,2021-01-12,First Class,CUST-5450,Sneha,Corporate,India,Mumbai,WB,North,PROD-745,Technology,Chairs,Item C,1530.44,5,0.14,86.13,6,2023,0.05627793314340973,Very High
ORD-6029,2022-10-12,2023-03-12,Standard Class,CUST-5906,Arjun,Consumer,India,Kolkata,WB,East,PROD-451,Office Supplies,Storage,Item C,492.53,3,0.33,48.42,10,2022,0.09830873246299719,Medium
ORD-6030,2022-02-24,2021-11-14,Standard Class,CUST-3759,Sneha,Consumer,India,Mumbai,MH,East,PROD-910,Furniture,Phones,Item A,4271.96,7,0.27,-309.94,2,2022,-0.07255217745484509,Very High
ORD-6031,2021-03-14,2023-04-20,First Class,CUST-1058,Priya,Consumer,India,Delhi,MH,South,PROD-503,Furniture,Storage,Item B,627.4,1,0.19,-3.57,3,2021,-0.005690149824673254,High
ORD-6032,2021-08-25,2021-10-02,Second Class,CUST-1770,Neha,Home Office,India,Delhi,MH,South,PROD-736,Technology,Binders,Item B,2730.1,5,0.48,-813.26,8,2021,-0.2978865243031391,Very High
ORD-6033,2021-02-15,2021-11-04,Second Class,CUST-1388,Neha,Corporate,India,Kolkata,WB,West,PROD-966,Office Supplies,Phones,Item C,1910.94,7,0.43,-432.75,2,2021,-0.22645922948915193,Very High
ORD-6034,2022-09-10,2023-03-18,Standard Class,CUST-4422,Priya,Corporate,India,Kolkata,MH,South,PROD-526,Furniture,Chairs,Item D,3796.43,6,0.1,421.9,9,2022,0.11113072017658696,Very High
ORD-6035,2023-07-17,2021-07-31,Standard Class,CUST-8012,Sneha,Consumer,India,Mumbai,DL,East,PROD-801,Technology,Storage,Item C,3757.05,2,0.49,-978.14,7,2023,-0.2603478793202113,Very High
ORD-6036,2023-03-11,2023-08-18,Second Class,CUST-5852,Priya,Corporate,India,Mumbai,DL,South,PROD-422,Furniture,Chairs,Item D,3891.88,5,0.01,735.62,3,2023,0.18901404976515204,Very High
ORD-6037,2021-09-19,2023-01-02,Second Class,CUST-1595,Priya,Consumer,India,Mumbai,KA,North,PROD-693,Technology,Storage,Item A,363.25,3,0.01,76.82,9,2021,0.21147969717825188,Medium
ORD-6038,2021-06-25,2023-01-25,Second Class,CUST-9627,Amit,Corporate,India,Delhi,KA,North,PROD-326,Technology,Binders,Item D,4298.96,2,0.05,654.76,6,2021,0.15230660438803803,Very High
ORD-6039,2021-06-15,2023-06-07,Standard Class,CUST-2982,Neha,Home Office,India,Mumbai,KA,West,PROD-279,Office Supplies,Storage,Item B,2358.33,8,0.18,76.22,6,2021,0.03231948031021952,Very High
ORD-6040,2022-10-19,2022-04-11,Second Class,CUST-9965,Rahul,Corporate,India,Delhi,DL,East,PROD-967,Technology,Chairs,Item D,1134.96,2,0.25,7.95,10,2022,0.007004652146331148,Very High
ORD-6041,2023-04-22,2022-12-15,Standard Class,CUST-9209,Sneha,Consumer,India,Bangalore,WB,West,PROD-577,Office Supplies,Storage,Item C,1529.53,4,0.03,339.53,4,2023,0.2219832236046367,Very High
ORD-6042,2022-01-05,2022-12-31,First Class,CUST-5330,Sneha,Home Office,India,Mumbai,MH,West,PROD-514,Technology,Binders,Item B,2568.79,8,0.37,-787.02,1,2022,-0.30637771090669147,Very High
ORD-6043,2023-03-06,2022-12-20,First Class,CUST-6429,Amit,Corporate,India,Mumbai,MH,South,PROD-935,Technology,Binders,Item D,79.67,9,0.16,31.48,3,2023,0.39512991088238986,Low
ORD-6044,2021-02-23,2023-07-16,First Class,CUST-2692,Arjun,Home Office,India,Bangalore,WB,West,PROD-412,Furniture,Storage,Item B,4018.52,6,0.47,-1019.09,2,2021,-0.25359833968724804,Very High
ORD-6045,2022-11-21,2022-02-22,Second Class,CUST-3770,Rahul,Consumer,India,Delhi,KA,South,PROD-763,Office Supplies,Phones,Item D,4623.45,5,0.5,-1382.99,11,2022,-0.29912511219976423,Very High
ORD-6046,2022-02-23,2021-08-06,Standard Class,CUST-5376,Rahul,Consumer,India,Bangalore,WB,South,PROD-253,Furniture,Binders,Item A,1287.77,4,0.35,-261.45,2,2022,-0.20302538496781256,Very High
ORD-6047,2023-01-26,2021-03-23,Second Class,CUST-5926,Rahul,Corporate,India,Kolkata,DL,West,PROD-916,Office Supplies,Storage,Item C,2568.79,1,0.06,686.39,1,2023,0.2672036250530405,Very High
ORD-6048,2022-05-22,2023-02-20,Standard Class,CUST-4267,Neha,Consumer,India,Kolkata,WB,West,PROD-832,Office Supplies,Binders,Item A,847.4,5,0.26,-73.01,5,2022,-0.08615765872079302,High
ORD-6049,2021-12-07,2022-04-27,Second Class,CUST-8564,Arjun,Corporate,India,Kolkata,DL,East,PROD-905,Furniture,Binders,Item D,130.31,4,0.39,32.9,12,2021,0.2524748676233597,Medium
ORD-6050,2021-05-07,2023-06-23,First Class,CUST-2695,Amit,Consumer,India,Bangalore,DL,South,PROD-135,Office Supplies,Binders,Item D,3042.64,6,0.46,-830.91,5,2021,-0.27308850209029,Very High
ORD-6051,2022-02-13,2023-06-12,Standard Class,CUST-2586,Arjun,Consumer,India,Delhi,KA,North,PROD-221,Office Supplies,Binders,Item B,3248.7,6,0.21,-54.23,2,2022,-0.016692830978545264,Very High
ORD-6052,2023-07-13,2022-07-03,Second Class,CUST-5680,Sneha,Consumer,India,Mumbai,MH,East,PROD-281,Furniture,Binders,Item B,793.2,7,0.0,180.61,7,2023,0.22769793242561776,High
ORD-6053,2022-01-02,2023-03-14,Standard Class,CUST-6447,Amit,Corporate,India,Kolkata,KA,South,PROD-525,Office Supplies,Binders,Item D,2586.71,4,0.2,0.57,1,2022,0.0002203571331923563,Very High
ORD-6054,2021-09-28,2021-01-20,Standard Class,CUST-6460,Neha,Corporate,India,Bangalore,DL,South,PROD-707,Furniture,Phones,Item D,1958.18,1,0.29,-287.53,9,2021,-0.14683532668089755,Very High
ORD-6055,2022-10-06,2021-06-16,Second Class,CUST-8965,Sneha,Corporate,India,Mumbai,KA,South,PROD-203,Technology,Phones,Item C,427.48,3,0.06,-31.28,10,2022,-0.07317301394217274,Medium
ORD-6056,2022-08-28,2022-06-11,Second Class,CUST-3268,Arjun,Corporate,India,Kolkata,MH,South,PROD-181,Furniture,Binders,Item D,2568.79,9,0.32,-236.95,8,2022,-0.09224187263264026,Very High
ORD-6057,2022-01-14,2021-07-23,Standard Class,CUST-8249,Rahul,Consumer,India,Bangalore,KA,South,PROD-635,Office Supplies,Phones,Item C,2946.43,5,0.28,-74.72,1,2022,-0.025359502855998615,Very High
ORD-6058,2021-03-14,2023-01-13,Standard Class,CUST-8461,Arjun,Home Office,India,Mumbai,DL,East,PROD-779,Technology,Binders,Item A,1125.0,3,0.24,44.09,3,2021,0.039191111111111114,Very High
ORD-6059,2023-07-12,2021-12-14,First Class,CUST-4486,Sneha,Corporate,India,Kolkata,MH,South,PROD-437,Technology,Binders,Item A,3711.91,8,0.27,-300.73,7,2023,-0.08101758932732744,Very High
ORD-6060,2023-07-11,2022-01-03,Standard Class,CUST-6801,Neha,Consumer,India,Kolkata,KA,West,PROD-202,Technology,Storage,Item D,409.38,1,0.01,-13.4,7,2023,-0.03273242464214177,Medium
ORD-6061,2023-07-04,2023-09-06,First Class,CUST-3749,Neha,Consumer,India,Kolkata,WB,North,PROD-363,Furniture,Chairs,Item D,2568.79,4,0.38,-512.52,7,2023,-0.19951806103262626,Very High
ORD-6062,2021-09-05,2022-03-26,First Class,CUST-8785,Neha,Corporate,India,Kolkata,MH,East,PROD-330,Furniture,Phones,Item A,1551.78,3,0.35,-244.47,9,2021,-0.15754166183350732,Very High
ORD-6063,2023-05-10,2022-05-30,First Class,CUST-7975,Amit,Corporate,India,Kolkata,KA,East,PROD-281,Technology,Chairs,Item C,2208.56,2,0.1,156.58,5,2023,0.07089687398123665,Very High
ORD-6064,2023-02-24,2021-11-17,Standard Class,CUST-2405,Arjun,Consumer,India,Delhi,WB,North,PROD-726,Office Supplies,Binders,Item C,4472.69,2,0.04,803.83,2,2023,0.17971958709412011,Very High
ORD-6065,2021-02-12,2021-08-07,First Class,CUST-4575,Rahul,Corporate,India,Mumbai,MH,East,PROD-878,Office Supplies,Storage,Item D,3366.27,5,0.2,-8.49,2,2021,-0.0025220793340997604,Very High
ORD-6066,2022-01-12,2021-02-05,Standard Class,CUST-3727,Rahul,Corporate,India,Kolkata,WB,South,PROD-974,Technology,Binders,Item D,786.95,7,0.38,-118.31,1,2022,-0.15033991994408794,High
ORD-6067,2021-02-10,2023-05-23,Standard Class,CUST-7487,Priya,Home Office,India,Mumbai,KA,South,PROD-326,Office Supplies,Binders,Item C,4437.21,9,0.2,68.63,2,2021,0.015466926289267354,Very High
ORD-6068,2021-06-19,2021-09-25,Second Class,CUST-7291,Neha,Home Office,India,Kolkata,WB,North,PROD-827,Office Supplies,Storage,Item B,1895.53,5,0.36,-254.37,6,2021,-0.13419465795846017,Very High
ORD-6069,2023-08-04,2022-10-04,Standard Class,CUST-3501,Sneha,Corporate,India,Bangalore,WB,East,PROD-599,Furniture,Storage,Item A,1739.36,2,0.39,-358.85,8,2023,-0.2063115168797719,Very High
ORD-6070,2021-07-31,2022-12-27,Standard Class,CUST-1937,Rahul,Home Office,India,Bangalore,DL,West,PROD-962,Office Supplies,Phones,Item D,2532.61,4,0.02,516.83,7,2021,0.2040701094917891,Very High
ORD-6071,2022-05-08,2023-02-16,First Class,CUST-2755,Neha,Home Office,India,Mumbai,WB,North,PROD-989,Furniture,Storage,Item A,1066.21,4,0.2,75.39,5,2022,0.07070839703247953,Very High
ORD-6072,2022-11-11,2023-04-06,Standard Class,CUST-4390,Rahul,Corporate,India,Kolkata,MH,East,PROD-610,Technology,Phones,Item C,4575.47,6,0.49,-1330.85,11,2022,-0.29086629351738724,Very High
ORD-6073,2021-02-08,2021-03-23,Standard Class,CUST-6816,Arjun,Consumer,India,Bangalore,WB,East,PROD-909,Office Supplies,Phones,Item C,2366.05,2,0.01,429.53,2,2021,0.1815388516726189,Very High
